,Vid,CurEpoch,Time,FPS,Split,Embed,Crop,Resize,Lr_type,LR (E-3),Batch,Size (M),ModelSize,Epoch,Loss,Act,Norm,FC,Reduce,ENC_type,ENC_strds,KS,enc_dim,DEC,DEC_strds,lower_width,Quant,bits/param,bits/param w/ overhead,bits/pixel,PSNR_list_30,best_pred_seen_psnr,best_pred_seen_ssim,best_pred_seen_sam,best_pred_unseen_psnr,best_pred_unseen_ssim,best_pred_unseen_sam,best_quant_seen_psnr,best_quant_seen_ssim,best_quant_seen_sam,best_quant_unseen_psnr,best_quant_unseen_ssim,best_quant_unseen_sam,best_CAM,best_RMSE,pred_seen_psnr,pred_seen_ssim,pred_seen_sam,pred_unseen_psnr,pred_unseen_ssim,pred_unseen_sam
0,PaviaU.mat,300,0:09:48.436885,265.5908796934979,1_1_1,,720_360,-1,cosine_0.1_1_0.1,1.0,1,0.14_2.47_2.5,2.5,300,CAM,gelu,none,6_3,1.2,convnext,"5,4,3,2",0_1_5,64_16,pshuffel,"5,4,3,2",12,quant_M8_E8,7.745537024107914,8.15246190687758,0.7649684615845619,"35.83,41.23,39.93,42.64,45.73,47.92,49.64,50.64,51.2,51.28,51.28,51.28",51.28,0.9917,0.32,0.0,0.0,0.0,51.12,0.9917,0.32,0.0,0.0,0.0,0.0,0.0,51.28,0.9917,0.3153,0.0,0.0,0.0
